Unique Key,Created Date,Borough,Zip,City,Complaint Type
35141061,2017-01-01 01:52:13,BRONX,10472,BRONX,Noise - Residential
35140123,2017-01-01 01:52:13,BRONX,10463,BRONX,Noise - Residential
35137747,2017-01-01 01:52:27,BRONX,10461,BRONX,Blocked Driveway
35139540,2017-01-01 01:52:31,BRONX,10456,BRONX,Noise - Residential
35141407,2017-01-01 01:52:34,BRONX,10464,BRONX,Street Sign - Dangling
35138727,2017-01-01 01:52:37,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35141941,2017-01-01 01:52:37,MANHATTAN,10016,NEW YORK,Noise - Commercial
35140170,2017-01-01 01:52:45,BROOKLYN,11236,BROOKLYN,Noise - Residential
35136935,2017-01-01 01:53:14,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35138433,2017-01-01 01:53:26,QUEENS,11378,MASPETH,Blocked Driveway
35136990,2017-01-01 01:53:47,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35141375,2017-01-01 01:54:15,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35142110,2017-01-01 01:54:24,BROOKLYN,11216,BROOKLYN,Noise - Street/Sidewalk
35143022,2017-01-01 01:54:27,BRONX,10472,BRONX,Noise - Residential
35141160,2017-01-01 01:54:37,BROOKLYN,11201,BROOKLYN,Noise - Helicopter
35142193,2017-01-01 01:54:52,BROOKLYN,11216,BROOKLYN,Noise - Street/Sidewalk
35141403,2017-01-01 01:54:59,BROOKLYN,11222,BROOKLYN,Noise - Residential
35137885,2017-01-01 01:55:06,BRONX,10472,BRONX,Illegal Parking
35142139,2017-01-01 01:55:36,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35141328,2017-01-01 01:55:37,BRONX,10454,BRONX,Noise - Residential
35146328,2017-01-01 01:55:37,BROOKLYN,11221,BROOKLYN,HEAT/HOT WATER
35137886,2017-01-01 01:55:52,QUEENS,11373,ELMHURST,Noise - Residential
35137626,2017-01-01 01:56:01,BRONX,10457,BRONX,Noise - Residential
35138783,2017-01-01 01:56:03,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35142939,2017-01-01 01:56:10,BRONX,10457,BRONX,Noise - Residential
35142940,2017-01-01 01:56:14,MANHATTAN,10033,NEW YORK,Noise - Residential
35137594,2017-01-01 01:56:14,BROOKLYN,11208,BROOKLYN,Noise - Residential
35143044,2017-01-01 01:56:38,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35139019,2017-01-01 01:56:39,BRONX,10462,BRONX,Noise - Residential
35138821,2017-01-01 01:57:16,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35142789,2017-01-01 01:57:17,QUEENS,11368,CORONA,Noise - Residential
35142994,2017-01-01 01:57:26,BROOKLYN,11205,BROOKLYN,Noise - Residential
35140452,2017-01-01 01:57:36,QUEENS,11415,KEW GARDENS,Noise - Street/Sidewalk
35137863,2017-01-01 01:57:46,QUEENS,11420,SOUTH OZONE PARK,Noise - Residential
35137486,2017-01-01 01:57:51,BROOKLYN,11223,BROOKLYN,Noise - Street/Sidewalk
35147374,2017-01-01 01:58:09,QUEENS,11367,FLUSHING,Noise - Commercial
35141406,2017-01-01 01:58:09,QUEENS,11373,ELMHURST,Noise - Residential
35138801,2017-01-01 01:58:11,BROOKLYN,11205,BROOKLYN,Noise - Residential
35138439,2017-01-01 01:58:28,BROOKLYN,11212,BROOKLYN,Noise - Residential
35138822,2017-01-01 01:58:34,BRONX,10467,BRONX,Noise - Residential
35146127,2017-01-01 01:58:42,STATEN ISLAND,10306,STATEN ISLAND,Building/Use
35139416,2017-01-01 01:58:43,BROOKLYN,11222,BROOKLYN,Noise - Residential
35137504,2017-01-01 01:58:44,MANHATTAN,10019,NEW YORK,Noise - Residential
35137860,2017-01-01 01:58:46,STATEN ISLAND,10306,STATEN ISLAND,Noise - Residential
35141313,2017-01-01 01:58:49,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35140213,2017-01-01 01:59:01,BRONX,10467,BRONX,Noise - Residential
35139642,2017-01-01 01:59:21,MANHATTAN,10002,NEW YORK,Noise - Commercial
35143507,2017-01-01 01:59:25,BRONX,10453,BRONX,Noise - Residential
35139549,2017-01-01 01:59:27,STATEN ISLAND,10303,STATEN ISLAND,Noise - Residential
35140139,2017-01-01 01:59:30,QUEENS,11373,ELMHURST,Blocked Driveway
35146687,2017-01-01 01:59:42,BROOKLYN,11226,BROOKLYN,HEAT/HOT WATER
35138802,2017-01-01 01:59:46,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35143096,2017-01-01 02:00:00,MANHATTAN,10002,NEW YORK,Taxi Complaint
35140515,2017-01-01 02:00:02,BROOKLYN,11223,BROOKLYN,Noise - Residential
35140133,2017-01-01 02:00:05,BROOKLYN,11222,BROOKLYN,Noise - Residential
35142090,2017-01-01 02:00:10,BRONX,10471,BRONX,Noise - Commercial
35136999,2017-01-01 02:00:16,QUEENS,11365,FRESH MEADOWS,Blocked Driveway
35142835,2017-01-01 02:00:21,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35140457,2017-01-01 02:00:33,QUEENS,11101,LONG ISLAND CITY,Noise - Residential
35137519,2017-01-01 02:00:56,BRONX,10472,BRONX,Noise - Residential
35141900,2017-01-01 02:00:58,MANHATTAN,10040,NEW YORK,Noise - Residential
35138824,2017-01-01 02:01:02,BROOKLYN,11225,BROOKLYN,Noise - Residential
35140175,2017-01-01 02:01:13,BROOKLYN,11223,BROOKLYN,Noise - Residential
35141297,2017-01-01 02:01:15,BRONX,10473,BRONX,Blocked Driveway
35137834,2017-01-01 02:01:16,MANHATTAN,10040,NEW YORK,Noise - Residential
35140482,2017-01-01 02:01:28,MANHATTAN,10013,NEW YORK,Noise - Residential
35139681,2017-01-01 02:01:36,BRONX,10458,BRONX,Noise - Residential
35137893,2017-01-01 02:01:49,QUEENS,11102,ASTORIA,Noise - Residential
35142136,2017-01-01 02:02:10,BROOKLYN,11220,BROOKLYN,Noise - Residential
35142161,2017-01-01 02:02:16,QUEENS,11419,SOUTH RICHMOND HILL,Blocked Driveway
35147754,2017-01-01 02:03:16,BRONX,10466,BRONX,HEAT/HOT WATER
35147878,2017-01-01 02:03:21,BROOKLYN,11212,BROOKLYN,HEAT/HOT WATER
35143064,2017-01-01 02:03:30,BROOKLYN,11225,BROOKLYN,Noise - Residential
35139250,2017-01-01 02:03:34,MANHATTAN,10030,NEW YORK,Noise - Residential
35143466,2017-01-01 02:03:43,MANHATTAN,10002,NEW YORK,Noise - Residential
35138795,2017-01-01 02:03:55,BRONX,10473,BRONX,Noise - Residential
35138487,2017-01-01 02:03:59,MANHATTAN,10016,NEW YORK,Noise - Commercial
35142682,2017-01-01 02:04:01,BROOKLYN,11239,BROOKLYN,Noise - Residential
35140525,2017-01-01 02:04:04,MANHATTAN,10019,NEW YORK,Noise - Commercial
35140229,2017-01-01 02:04:40,BROOKLYN,11238,BROOKLYN,Noise - Commercial
35137501,2017-01-01 02:04:56,MANHATTAN,10027,NEW YORK,Noise - Residential
35141390,2017-01-01 02:05:01,BRONX,10454,BRONX,Noise - Residential
35141862,2017-01-01 02:05:15,QUEENS,11373,ELMHURST,Noise - Street/Sidewalk
35141030,2017-01-01 02:05:25,BROOKLYN,11236,BROOKLYN,Blocked Driveway
35140527,2017-01-01 02:05:28,Unspecified,,,Noise - Commercial
35141330,2017-01-01 02:05:37,BROOKLYN,11237,BROOKLYN,Noise - Residential
35146214,2017-01-01 02:05:41,BRONX,10472,BRONX,HEAT/HOT WATER
35137011,2017-01-01 02:05:50,MANHATTAN,10016,NEW YORK,Noise - Commercial
35137624,2017-01-01 02:06:01,QUEENS,11378,MASPETH,Noise - Residential
35139607,2017-01-01 02:06:34,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35143659,2017-01-01 02:06:45,QUEENS,11418,RICHMOND HILL,Noise - Residential
35137012,2017-01-01 02:07:02,MANHATTAN,10001,NEW YORK,Noise - Commercial
35139590,2017-01-01 02:07:08,MANHATTAN,10075,NEW YORK,Noise - Residential
35142743,2017-01-01 02:07:10,QUEENS,11361,BAYSIDE,Noise - Residential
35141372,2017-01-01 02:07:18,BRONX,10465,BRONX,Noise - Residential
35137835,2017-01-01 02:07:24,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35142634,2017-01-01 02:07:38,QUEENS,11373,ELMHURST,Noise - Residential
35138810,2017-01-01 02:07:49,QUEENS,11361,BAYSIDE,Noise - Vehicle
35141302,2017-01-01 02:07:57,BROOKLYN,11216,BROOKLYN,Noise - Street/Sidewalk
35137880,2017-01-01 02:08:01,MANHATTAN,10002,NEW YORK,Taxi Complaint
35142091,2017-01-01 02:08:14,BROOKLYN,11205,BROOKLYN,Noise - Commercial
35141432,2017-01-01 02:08:21,QUEENS,11385,RIDGEWOOD,Noise - Residential
35140417,2017-01-01 02:09:06,BROOKLYN,11216,BROOKLYN,Noise - Street/Sidewalk
35141296,2017-01-01 02:09:29,BRONX,10465,BRONX,Noise - Residential
35138403,2017-01-01 02:09:30,BROOKLYN,11230,BROOKLYN,Noise - Residential
35137824,2017-01-01 02:09:40,BROOKLYN,11216,BROOKLYN,Noise - Street/Sidewalk
35142244,2017-01-01 02:09:41,MANHATTAN,10036,NEW YORK,Noise - Residential
35140528,2017-01-01 02:09:58,BROOKLYN,11211,BROOKLYN,Illegal Parking
35138488,2017-01-01 02:10:05,BROOKLYN,11223,BROOKLYN,Noise - Commercial
35139576,2017-01-01 02:10:14,BROOKLYN,11206,BROOKLYN,Noise - Commercial
35141956,2017-01-01 02:10:27,MANHATTAN,10034,NEW YORK,Taxi Complaint
35139665,2017-01-01 02:10:28,QUEENS,11422,ROSEDALE,Noise - House of Worship
35139597,2017-01-01 02:10:31,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35137018,2017-01-01 02:10:45,BROOKLYN,11238,BROOKLYN,Noise - Residential
35141133,2017-01-01 02:10:50,MANHATTAN,10029,NEW YORK,Noise - Residential
35139563,2017-01-01 02:11:00,BROOKLYN,11216,BROOKLYN,Noise - Street/Sidewalk
35144501,2017-01-01 02:11:09,BROOKLYN,11207,BROOKLYN,HEAT/HOT WATER
35146480,2017-01-01 02:11:10,BROOKLYN,11207,BROOKLYN,SAFETY
35146665,2017-01-01 02:11:10,BROOKLYN,11207,BROOKLYN,ELECTRIC
35145922,2017-01-01 02:11:10,BROOKLYN,11207,BROOKLYN,SAFETY
35145012,2017-01-01 02:11:10,BROOKLYN,11207,BROOKLYN,ELECTRIC
35139627,2017-01-01 02:11:34,QUEENS,11416,OZONE PARK,Noise - Residential
35137894,2017-01-01 02:11:43,BROOKLYN,11225,BROOKLYN,Noise - Residential
35139202,2017-01-01 02:11:45,BRONX,10472,BRONX,Noise - Residential
35140049,2017-01-01 02:12:05,BRONX,10465,BRONX,Noise - Residential
35141382,2017-01-01 02:12:06,QUEENS,11421,WOODHAVEN,Blocked Driveway
35140731,2017-01-01 02:12:10,MANHATTAN,10075,NEW YORK,Noise - Commercial
35140176,2017-01-01 02:12:22,BROOKLYN,11223,BROOKLYN,Smoking
35147276,2017-01-01 02:12:22,BRONX,10461,BRONX,HEAT/HOT WATER
35141419,2017-01-01 02:12:34,QUEENS,11358,FLUSHING,Noise - Residential
35143675,2017-01-01 02:12:48,BROOKLYN,11209,BROOKLYN,Noise - Residential
35137881,2017-01-01 02:13:22,MANHATTAN,10128,NEW YORK,Noise - Residential
35137019,2017-01-01 02:13:37,MANHATTAN,10036,NEW YORK,Noise - Residential
35142776,2017-01-01 02:13:50,MANHATTAN,10014,NEW YORK,Noise - Commercial
35139582,2017-01-01 02:13:50,BROOKLYN,11238,BROOKLYN,Noise - Residential
35137895,2017-01-01 02:13:58,MANHATTAN,10035,NEW YORK,Noise - Residential
35147606,2017-01-01 02:14:38,BROOKLYN,11221,BROOKLYN,Noise - Residential
35146530,2017-01-01 02:15:04,BROOKLYN,11223,BROOKLYN,Noise - Residential
35145085,2017-01-01 02:15:27,BRONX,10472,BRONX,HEAT/HOT WATER
35147886,2017-01-01 02:15:39,BRONX,10452,BRONX,HEAT/HOT WATER
35148198,2017-01-01 02:15:48,MANHATTAN,10011,NEW YORK,Noise - Residential
35147397,2017-01-01 02:15:50,QUEENS,11373,ELMHURST,Noise - Residential
35144511,2017-01-01 02:15:52,BROOKLYN,11235,BROOKLYN,HEAT/HOT WATER
35145728,2017-01-01 02:15:57,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35147131,2017-01-01 02:16:22,BRONX,10468,BRONX,Noise - Residential
35144078,2017-01-01 02:16:27,QUEENS,11105,ASTORIA,Noise - Commercial
35148079,2017-01-01 02:16:28,BROOKLYN,11216,BROOKLYN,Noise - Street/Sidewalk
35147669,2017-01-01 02:16:38,BROOKLYN,11234,BROOKLYN,Noise - Residential
35148183,2017-01-01 02:16:42,BROOKLYN,11229,BROOKLYN,Illegal Parking
35145502,2017-01-01 02:16:48,BRONX,10453,BRONX,Noise - Residential
35147088,2017-01-01 02:16:54,BROOKLYN,11222,BROOKLYN,Noise - Residential
35147561,2017-01-01 02:16:55,QUEENS,11370,EAST ELMHURST,Noise - Residential
35144084,2017-01-01 02:16:56,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35144560,2017-01-01 02:16:59,BRONX,10468,BRONX,HEAT/HOT WATER
35147009,2017-01-01 02:17:05,MANHATTAN,10002,NEW YORK,Noise - Residential
35147515,2017-01-01 02:17:11,BROOKLYN,11213,BROOKLYN,HEAT/HOT WATER
35146015,2017-01-01 02:17:16,QUEENS,11372,JACKSON HEIGHTS,Noise - Residential
35145462,2017-01-01 02:17:29,BROOKLYN,11204,BROOKLYN,Illegal Parking
35147836,2017-01-01 02:17:33,BROOKLYN,11249,BROOKLYN,Noise - Commercial
35145481,2017-01-01 02:17:41,BRONX,10467,BRONX,Noise - Residential
35146982,2017-01-01 02:17:58,MANHATTAN,10040,NEW YORK,Noise - Street/Sidewalk
35146442,2017-01-01 02:17:58,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35147739,2017-01-01 02:18:06,BROOKLYN,11213,BROOKLYN,Food Establishment
35144452,2017-01-01 02:18:13,BRONX,10453,BRONX,APPLIANCE
35144475,2017-01-01 02:18:13,BRONX,10453,BRONX,GENERAL
35145554,2017-01-01 02:18:13,BRONX,10453,BRONX,FLOORING/STAIRS
35147217,2017-01-01 02:18:13,BRONX,10453,BRONX,GENERAL
35148134,2017-01-01 02:18:13,BRONX,10453,BRONX,UNSANITARY CONDITION
35146386,2017-01-01 02:18:13,BRONX,10453,BRONX,PAINT/PLASTER
35144867,2017-01-01 02:18:47,BROOKLYN,11206,BROOKLYN,Noise - Residential
35145273,2017-01-01 02:18:59,BROOKLYN,11229,BROOKLYN,Noise - Residential
35145863,2017-01-01 02:18:59,STATEN ISLAND,10310,STATEN ISLAND,Noise - Residential
35147108,2017-01-01 02:19:23,QUEENS,11435,JAMAICA,Illegal Parking
35144082,2017-01-01 02:19:58,BROOKLYN,11234,BROOKLYN,Noise - Commercial
35146798,2017-01-01 02:20:00,BROOKLYN,11222,BROOKLYN,Noise - Residential
35148208,2017-01-01 02:20:17,QUEENS,11372,JACKSON HEIGHTS,Noise - Residential
35145025,2017-01-01 02:20:20,BROOKLYN,11231,BROOKLYN,HEAT/HOT WATER
35146307,2017-01-01 02:20:28,QUEENS,11105,ASTORIA,Noise - Commercial
35147107,2017-01-01 02:20:29,MANHATTAN,10031,NEW YORK,Noise - Residential
35144565,2017-01-01 02:20:29,BROOKLYN,11214,BROOKLYN,HEAT/HOT WATER
35144344,2017-01-01 02:20:31,BROOKLYN,11214,BROOKLYN,Noise - Residential
35145818,2017-01-01 02:20:38,BRONX,10468,BRONX,HEAT/HOT WATER
35144391,2017-01-01 02:20:58,BROOKLYN,11207,BROOKLYN,General Construction/Plumbing
35148179,2017-01-01 02:21:03,QUEENS,11416,OZONE PARK,Illegal Parking
35144924,2017-01-01 02:21:04,BROOKLYN,11203,BROOKLYN,Noise - Residential
35147328,2017-01-01 02:21:08,BROOKLYN,11217,BROOKLYN,Noise - Residential
35148032,2017-01-01 02:21:20,BRONX,10458,BRONX,Noise - Residential
35146457,2017-01-01 02:21:25,BRONX,10472,BRONX,Noise - Residential
35146848,2017-01-01 02:21:37,MANHATTAN,10040,NEW YORK,Noise - Street/Sidewalk
35146316,2017-01-01 02:22:00,BRONX,10460,BRONX,Noise - Residential
35145701,2017-01-01 02:22:24,QUEENS,11369,EAST ELMHURST,Blocked Driveway
35145431,2017-01-01 02:22:31,QUEENS,11102,ASTORIA,Noise - Residential
35144083,2017-01-01 02:22:53,BROOKLYN,11249,BROOKLYN,Noise - Commercial
35146071,2017-01-01 02:23:03,BRONX,10463,BRONX,Noise - Residential
35144162,2017-01-01 02:23:23,MANHATTAN,10032,NEW YORK,Noise - Residential
35148133,2017-01-01 02:23:25,QUEENS,11416,OZONE PARK,Illegal Parking
35145425,2017-01-01 02:23:48,MANHATTAN,10012,NEW YORK,Noise - Residential
35147106,2017-01-01 02:23:52,BROOKLYN,11214,BROOKLYN,Noise - Residential
35146070,2017-01-01 02:24:14,MANHATTAN,10033,NEW YORK,Noise - Residential
35144767,2017-01-01 02:24:32,BRONX,10467,BRONX,Noise - Residential
35145480,2017-01-01 02:24:44,QUEENS,11355,FLUSHING,Noise - Residential
35146069,2017-01-01 02:25:13,BRONX,10465,BRONX,Noise - Residential
35146482,2017-01-01 02:25:16,MANHATTAN,10034,NEW YORK,Noise - Vehicle
35145503,2017-01-01 02:25:19,BROOKLYN,11205,BROOKLYN,Noise - Residential
35146575,2017-01-01 02:25:19,BRONX,10467,BRONX,Noise - Residential
35144384,2017-01-01 02:25:26,BRONX,10457,BRONX,Noise - Residential
35144209,2017-01-01 02:25:43,QUEENS,11379,MIDDLE VILLAGE,Noise - Street/Sidewalk
35145909,2017-01-01 02:25:46,BROOKLYN,11249,BROOKLYN,Noise - Street/Sidewalk
35145478,2017-01-01 02:25:48,QUEENS,11355,FLUSHING,Noise - Residential
35142875,2017-01-01 02:25:54,QUEENS,11434,Jamaica,Street Condition
35145219,2017-01-01 02:25:55,MANHATTAN,10001,NEW YORK,Noise - Residential
35144726,2017-01-01 02:26:03,BROOKLYN,11216,BROOKLYN,Noise - Commercial
35144117,2017-01-01 02:26:11,BROOKLYN,11205,BROOKLYN,Noise - Commercial
35147345,2017-01-01 02:26:26,BROOKLYN,11226,BROOKLYN,HEAT/HOT WATER
35147863,2017-01-01 02:26:53,BRONX,10455,BRONX,Noise - Residential
35146895,2017-01-01 02:26:55,BROOKLYN,11211,BROOKLYN,Noise - Street/Sidewalk
35144161,2017-01-01 02:27:02,QUEENS,11434,JAMAICA,Noise - Residential
35145939,2017-01-01 02:27:08,BRONX,10461,BRONX,Noise - Residential
35145420,2017-01-01 02:27:22,MANHATTAN,10033,NEW YORK,Noise - Residential
35148129,2017-01-01 02:27:24,BROOKLYN,11217,BROOKLYN,Noise - Residential
35147726,2017-01-01 02:27:31,BROOKLYN,11207,BROOKLYN,FLOORING/STAIRS
35146888,2017-01-01 02:27:40,MANHATTAN,10065,NEW YORK,Noise - Residential
35144790,2017-01-01 02:28:01,BROOKLYN,11220,BROOKLYN,Noise - Residential
35147086,2017-01-01 02:28:12,MANHATTAN,10025,NEW YORK,Noise - Residential
35146018,2017-01-01 02:28:16,BROOKLYN,11215,BROOKLYN,Noise - Residential
35145071,2017-01-01 02:28:33,BRONX,10451,BRONX,Blocked Driveway
35148119,2017-01-01 02:28:46,BRONX,10463,BRONX,Noise - Residential
35144339,2017-01-01 02:29:01,MANHATTAN,10031,NEW YORK,Noise - Residential
35148211,2017-01-01 02:29:05,BRONX,10456,BRONX,Noise - Residential
35146281,2017-01-01 02:29:12,BROOKLYN,11236,BROOKLYN,Blocked Driveway
35146089,2017-01-01 02:29:13,BROOKLYN,11208,BROOKLYN,Noise - Residential
35144913,2017-01-01 02:29:22,BRONX,10456,BRONX,Noise - Residential
35144295,2017-01-01 02:29:27,BRONX,10473,BRONX,Noise - Residential
35144187,2017-01-01 02:29:44,BROOKLYN,11232,BROOKLYN,Noise - Residential
35144581,2017-01-01 02:30:21,BROOKLYN,11229,BROOKLYN,HEAT/HOT WATER
35147127,2017-01-01 02:31:10,BRONX,10465,BRONX,Noise - Residential
35147595,2017-01-01 02:31:31,BROOKLYN,11226,BROOKLYN,UNSANITARY CONDITION
35148112,2017-01-01 02:31:31,BROOKLYN,11226,BROOKLYN,UNSANITARY CONDITION
35148130,2017-01-01 02:31:31,BROOKLYN,11226,BROOKLYN,UNSANITARY CONDITION
35145383,2017-01-01 02:31:31,BROOKLYN,11226,BROOKLYN,UNSANITARY CONDITION
35144193,2017-01-01 02:31:42,MANHATTAN,10033,NEW YORK,Noise - Residential
35147008,2017-01-01 02:32:11,QUEENS,11368,CORONA,Noise - Residential
35145507,2017-01-01 02:32:51,QUEENS,11370,EAST ELMHURST,Noise - Residential
35145347,2017-01-01 02:32:53,BRONX,10473,BRONX,Noise - Vehicle
35144558,2017-01-01 02:33:11,BRONX,10467,BRONX,Blocked Driveway
35144628,2017-01-01 02:33:11,QUEENS,11104,SUNNYSIDE,Noise - Residential
35144325,2017-01-01 02:33:19,BRONX,10456,BRONX,Noise - Residential
35147105,2017-01-01 02:33:25,BROOKLYN,11224,BROOKLYN,Noise - Residential
35145417,2017-01-01 02:33:29,BROOKLYN,11226,BROOKLYN,Noise - Residential
35148077,2017-01-01 02:33:30,MANHATTAN,10002,NEW YORK,Noise - Street/Sidewalk
35146907,2017-01-01 02:34:16,BROOKLYN,11234,BROOKLYN,Blocked Driveway
